dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,vae_augmented_step_5_best_acc,vae_augmented_step_5_best_f1,classifier_augmented_step_5_best_acc,classifier_augmented_step_5_best_f1,execution_time
ProximalPhalanxOutlineAgeGroup,3,400,205,0.8634146451950073,0.7650822811788934,0.8780487804878049,0.87342544463696,0.8634146451950073,0.7378699774739378,0.8682926829268293,0.8633352689075123,0.8634146451950073,0.7928906389377374,0.8829268292682927,0.8796301259715894,0.8585366010665894,0.7826313809105732,0.8975609756097561,0.8962950916227489,0.8585366010665894,0.6631867259082967,0.8682926829268293,0.8633352689075123,0.8536585569381714,0.5933447305254796,0.8682926829268293,0.8692760834908041,0.8682926893234253,0.7968804632401225,0.8829268292682927,0.8809756097560976,951.6966586112976
ProximalPhalanxOutlineCorrect,2,600,291,0.893470823764801,0.8733450333450333,0.8934707903780069,0.8936245393904643,0.907216489315033,0.8882059162504802,0.9003436426116839,0.8985154990797359,0.9037801027297974,0.8852265043948614,0.9037800687285223,0.9025412317271543,0.9037801027297974,0.8852265043948614,0.9037800687285223,0.8997666624241654,0.9140893816947937,0.8950292186710915,0.8831615120274914,0.8777210468884872,0.907216489315033,0.8840825600094422,0.865979381443299,0.8579930201894252,0.8969072103500366,0.8707049763033176,0.8934707903780069,0.8892780657273791,1806.1361413002014
RefrigerationDevices,3,375,375,0.41333332657814026,0.4036094798907204,0.5706666666666667,0.560309318493975,0.4026666581630707,0.38524375159279217,0.56,0.5421617203009526,0.41333332657814026,0.39402433298756545,0.568,0.5534686752049317,0.41600000858306885,0.38450870114889835,0.5813333333333334,0.5637518037518038,0.3733333349227905,0.30806291765771887,0.576,0.5637652312143353,0.41333332657814026,0.35384453268208854,0.584,0.572575021277764,0.37599998712539673,0.32610767931889095,0.5866666666666667,0.5678207116274259,742.1414983272552
ProximalPhalanxTW,6,400,205,0.8341463208198547,0.5638604933414889,0.8341463414634146,0.7942163647973383,0.8341463208198547,0.5520298938209386,0.8341463414634146,0.7944746917254993,0.8341463208198547,0.5982802411722783,0.8341463414634146,0.789830007390983,0.8390243649482727,0.5758932355042194,0.8341463414634146,0.7873292518160236,0.8292682766914368,0.5259704324452527,0.8195121951219512,0.7802362422568629,0.8341463208198547,0.5801173758490831,0.8292682926829268,0.7900845302616262,0.8195121884346008,0.5297307605624035,0.8341463414634146,0.7920535201023005,615.4302234649658
Rock,4,20,50,0.85999995470047,0.8389110889110889,0.5,0.34857142857142853,0.7400000095367432,0.7142540526849037,0.46,0.31866819747416764,0.7799999713897705,0.7790034846829978,0.5,0.34857142857142853,0.7599999904632568,0.7133699633699633,0.48,0.3444155844155844,0.5999999642372131,0.5057679738562091,0.4,0.30556331006979065,0.5799999833106995,0.5219988344988344,0.5,0.34947115384615385,0.5999999642372131,0.4732523444160273,0.48,0.34352941176470586,62.88053607940674
ScreenType,3,375,375,0.4880000054836273,0.47209043814398033,0.528,0.5272929684694391,0.4506666660308838,0.428958678175747,0.47733333333333333,0.4735833551883907,0.4373333156108856,0.3978723048808945,0.5173333333333333,0.5070145414694924,0.4586666524410248,0.3964555046354376,0.4746666666666667,0.4718991168529652,0.4479999840259552,0.43800850759457494,0.488,0.48123156690682695,0.45333331823349,0.4263048272482235,0.49866666666666665,0.49472775713910466,0.445333331823349,0.4427302028297702,0.4746666666666667,0.4660347551342811,1033.5576677322388
SemgHandGenderCh2,2,300,600,0.8700000047683716,0.8618180959242243,0.745,0.7366545454545455,0.8633333444595337,0.8501443731039608,0.725,0.7201538068617157,0.875,0.861230606977325,0.7233333333333334,0.7050532492936319,0.8816666603088379,0.8706641366223908,0.71,0.7028033088235294,0.875,0.8660614629064662,0.6916666666666667,0.6738898452679372,0.8766666650772095,0.8632398600364694,0.6983333333333334,0.6697194559273629,0.8683333396911621,0.8531375580555909,0.7066666666666667,0.6988901547638858,1085.6267738342285
SemgHandMovementCh2,6,450,450,0.5200000405311584,0.5072709204562765,0.4,0.3863874357106801,0.47777777910232544,0.43271788442483144,0.3977777777777778,0.3714861941887471,0.5022222399711609,0.4882794952450058,0.42,0.38486996531572737,0.46000000834465027,0.4360450402725052,0.3933333333333333,0.3709799654898651,0.5444444417953491,0.5018210180836588,0.3711111111111111,0.3456608718094407,0.47111111879348755,0.4290590175225302,0.34,0.29560991187037505,0.47777777910232544,0.4465354969563186,0.36,0.3265019717424515,1140.994579076767
SemgHandSubjectCh2,5,450,450,0.7555555701255798,0.7561450265659779,0.4822222222222222,0.4664363636274652,0.7755555510520935,0.7798390631864983,0.45111111111111113,0.445064271758966,0.746666669845581,0.7493465839617118,0.4666666666666667,0.46009068405679904,0.7288889288902283,0.7283365751159451,0.4488888888888889,0.43221941427975485,0.7444444894790649,0.7432168248727076,0.43333333333333335,0.41220310572165003,0.7133333683013916,0.7146149808154899,0.43777777777777777,0.42068676746673267,0.7777777910232544,0.7758415934984658,0.44666666666666666,0.43879553496258,1518.7309465408325
ShapeletSim,2,20,180,0.5166666507720947,0.4953433663111082,0.9944444444444445,0.9944442729713879,0.550000011920929,0.5493184136502736,1.0,1.0,0.5388889312744141,0.5081481481481481,1.0,1.0,0.5833333730697632,0.5669607056936649,0.9944444444444445,0.9944442729713879,0.5611111521720886,0.5476955373898661,0.9944444444444445,0.9944442729713879,0.5888888835906982,0.5888381281639709,0.9944444444444445,0.9944442729713879,0.5444444417953491,0.5375360320842211,1.0,1.0,63.64328908920288
ShapesAll,60,600,600,0.6116666793823242,0.6011659145637852,0.7583333333333333,0.743711436929333,0.5633333325386047,0.5455144032966082,0.7383333333333333,0.7202588328551968,0.5716666579246521,0.5591706249113714,0.7316666666666667,0.711357546554385,0.5983333587646484,0.5810714398870948,0.7383333333333333,0.7269326412022296,0.49166667461395264,0.49414032429435123,0.7466666666666667,0.7256428992404225,0.574999988079071,0.5694880531751577,0.755,0.7396157119966265,0.5133333206176758,0.4979695331430278,0.7533333333333333,0.7361248704664596,1991.1154158115387
SmallKitchenAppliances,3,375,375,0.5759999752044678,0.5352488756492964,0.7226666666666667,0.7192648870068226,0.5706666707992554,0.5662550296893171,0.7573333333333333,0.7566262923809292,0.562666654586792,0.566852335867719,0.7626666666666667,0.7625355163733832,0.5519999861717224,0.5197811706307923,0.736,0.7279345831203332,0.5573333501815796,0.5244708994708994,0.736,0.7311558875895129,0.543999969959259,0.5325795975459443,0.736,0.7275361280507077,0.543999969959259,0.5081569664902998,0.7333333333333333,0.7304008673152654,1116.0927047729492
SmoothSubspace,3,150,150,0.9266666769981384,0.9263824341617836,1.0,1.0,0.9200000166893005,0.9195811657996532,1.0,1.0,0.9333333373069763,0.9331966529986332,0.9933333333333333,0.9933326665999933,0.893333375453949,0.8918663761801017,0.9933333333333333,0.9933326665999933,0.8733333349227905,0.870736779560309,0.9866666666666667,0.986730045553575,0.9066666960716248,0.9062744964611683,0.9933333333333333,0.9933326665999933,0.8799999952316284,0.8799999999999999,0.9933333333333333,0.9933326665999933,280.3221378326416
SonyAIBORobotSurface1,2,20,601,0.8951746821403503,0.8943840534230412,0.9334442595673876,0.933475441838696,0.8951746821403503,0.8929834230720313,0.9151414309484193,0.9154165370428214,0.9334442615509033,0.932447621616761,0.9201331114808652,0.9204239628408302,0.9317803382873535,0.9295038865699483,0.9234608985024958,0.9235936083319294,0.9484192728996277,0.9477896565735824,0.9118136439267887,0.912045493611732,0.9367719888687134,0.9357718181204582,0.9201331114808652,0.9204601930652673,0.9184691905975342,0.9176484405804235,0.9068219633943427,0.9068219633943427,68.29591584205627
SonyAIBORobotSurface2,2,27,953,0.8331583738327026,0.8259456702654459,0.8856243441762854,0.8847114584474944,0.8321090936660767,0.8103199482509827,0.8467995802728226,0.8485652593215602,0.8426022529602051,0.8352746229580736,0.8625393494228751,0.86066190087197,0.8132213354110718,0.8111837828692532,0.8730325288562435,0.8732553530079432,0.8258131742477417,0.823417659350276,0.863588667366212,0.8642837645684809,0.8153200149536133,0.8096128874077169,0.8478488982161595,0.8449225240933552,0.8352570533752441,0.8304787284063497,0.8583420776495279,0.8589150754723652,84.84027910232544
StarLightCurves,3,1000,8236,0.9373481869697571,0.9107467971885627,0.9528897523069452,0.9519308048261642,0.951918363571167,0.9293009555377179,0.9567751335599806,0.9560474012809663,0.9452403783798218,0.9192233279818036,0.9587178241864983,0.9583941437724316,0.9323700666427612,0.9046382328083536,0.9634531325886353,0.962925171154013,0.9456046223640442,0.9240769139776477,0.9561680427391938,0.9557958987009596,0.941840648651123,0.9156229739535805,0.9596891694997571,0.9587803841668172,0.9390480518341064,0.9116695011937309,0.9656386595434677,0.9652015960107926,9812.812723636627
Strawberry,2,613,370,0.978378415107727,0.9764451235039471,0.9756756756756757,0.9756549289083905,0.978378415107727,0.9762820512820513,0.9702702702702702,0.9702449131102551,0.9837837815284729,0.9823338426279603,0.9702702702702702,0.9702449131102551,0.978378415107727,0.9764451235039471,0.9648648648648649,0.9651054541846833,0.9837837815284729,0.9823926905872276,0.972972972972973,0.9730601459035558,0.9837837815284729,0.9823926905872276,0.9675675675675676,0.9678114128037376,0.9756757020950317,0.9737999512191284,0.9702702702702702,0.9703887677604913,3267.676623106003
SwedishLeaf,15,500,625,0.871999979019165,0.8721657253560701,0.9312,0.9309005892175365,0.8863999843597412,0.8840587334596909,0.9296,0.9290883441990958,0.8831999897956848,0.8838524636805528,0.9344,0.9344686829041681,0.8831999897956848,0.8818013044672942,0.92,0.9190997646274127,0.8671999573707581,0.8676924292785954,0.9312,0.9308318985466197,0.871999979019165,0.8715627349814561,0.9248,0.9241017376641308,0.892799973487854,0.8916756242035677,0.928,0.9274691286354031,1410.3824381828308
Symbols,6,25,995,0.8663316369056702,0.8619108043506692,0.8160804020100503,0.8169367112587774,0.8572863936424255,0.8550294348864845,0.8884422110552764,0.8886695744278692,0.8412060141563416,0.8397637081298758,0.8673366834170855,0.8669233915173007,0.8693467378616333,0.8661990300387531,0.8683417085427135,0.8685866101091408,0.8633165955543518,0.8565183620125283,0.8552763819095477,0.8569396126856832,0.8703517317771912,0.86975843176093,0.8301507537688442,0.8288661919362893,0.8321607708930969,0.821826035319375,0.8462311557788945,0.8474501081997283,192.58269882202148
SyntheticControl,6,300,300,0.9700000286102295,0.9699963125564257,0.9866666666666667,0.9866639989329065,0.9566667079925537,0.9567081329952597,0.99,0.9899969988995697,0.9300000071525574,0.9301293756340069,0.9866666666666667,0.9866653331999866,0.9500000476837158,0.9502730222896977,0.9933333333333333,0.9933326665999933,0.9366666674613953,0.9366630622557675,0.9966666666666667,0.9966663332999967,0.9433333277702332,0.9435438310454339,0.9866666666666667,0.9866259114288221,0.9466667175292969,0.9469641184314043,0.99,0.9899996666333299,426.7934100627899
ToeSegmentation1,2,40,228,0.6447368264198303,0.6340288924558588,0.9122807017543859,0.9121721718462567,0.6315789222717285,0.6241758241758242,0.9298245614035088,0.9298245614035088,0.6447368264198303,0.6439079883539325,0.9122807017543859,0.9120086195637978,0.6491228342056274,0.6486902927580893,0.9298245614035088,0.9296068956510382,0.6315789222717285,0.6292682926829268,0.9210526315789473,0.9210526315789473,0.6359649300575256,0.6322223301914294,0.9342105263157895,0.9341940202237718,0.6271929740905762,0.6271284271284272,0.9429824561403509,0.9430208636161508,165.48644375801086
ToeSegmentation2,2,36,130,0.8230769038200378,0.6376196824627318,0.8769230769230769,0.8724682724682725,0.8384615182876587,0.7178294573643411,0.8923076923076924,0.8834965034965037,0.8153846263885498,0.6454545454545455,0.8846153846153846,0.8792362925896309,0.807692289352417,0.7117516629711751,0.8769230769230769,0.8668531468531468,0.8307692408561707,0.6609767662399242,0.8538461538461538,0.8119788257719293,0.8153846263885498,0.7028571428571428,0.8538461538461538,0.8399582318134354,0.7615384459495544,0.5974428129058036,0.8538461538461538,0.8191966365793666,102.13624215126038
Trace,4,100,100,0.8399999737739563,0.8268023723132082,1.0,1.0,0.85999995470047,0.8544241939199922,1.0,1.0,0.8700000047683716,0.8617021276595744,1.0,1.0,0.8799999952316284,0.8708791208791209,1.0,1.0,0.8499999642372131,0.8433541646323601,1.0,1.0,0.8299999833106995,0.824842580052616,1.0,1.0,0.8399999737739563,0.8312516469038207,1.0,1.0,261.34810400009155
TwoLeadECG,2,23,1139,0.9148375988006592,0.9148352135421284,0.8165057067603161,0.815340027437971,0.9148375988006592,0.9144153670131634,0.8577699736611062,0.8567840867723738,0.9429324269294739,0.9429026449028068,0.8533801580333626,0.8533778976575532,0.9323968887329102,0.9323133606694651,0.8647936786654961,0.8647204753466596,0.9402985572814941,0.9402973569640236,0.8867427568042142,0.8867390900662081,0.9315189123153687,0.9314020717899302,0.845478489903424,0.8453747985901882,0.9332748055458069,0.9331704876723159,0.8349429323968394,0.8349261365805245,107.28577208518982
TwoPatterns,4,1000,4000,0.8882500529289246,0.8882548587153087,0.86875,0.8670174617748024,0.8685000538825989,0.8677664666321805,0.8685,0.8675351096268297,0.8225000500679016,0.8223096164103376,0.872,0.871479015052738,0.7932500243186951,0.7921300956330575,0.8675,0.866817629366389,0.7862500548362732,0.7862753708866734,0.8625,0.8614723510059911,0.764750063419342,0.7616095061073394,0.86325,0.8628516183919304,0.7287500500679016,0.7285282827637978,0.871,0.8712704384651215,1989.7181057929993
UMD,3,36,144,0.8333333134651184,0.8361233815399484,0.7569444444444444,0.7574793929947813,0.875,0.8762402955951343,0.7430555555555556,0.743350651718166,0.7430555820465088,0.741751623865445,0.75,0.7372533126725868,0.8125,0.8133191672825819,0.75,0.7497859072707098,0.8611111044883728,0.8622145828028182,0.7569444444444444,0.7547049441786284,0.8055555820465088,0.8049283543204515,0.7430555555555556,0.7415677737986566,0.7777777910232544,0.7790965312184208,0.7083333333333334,0.7081489938632797,92.03797793388367
UWaveGestureLibraryAll,8,896,3582,0.9553321599960327,0.9555275995682213,0.907035175879397,0.9071744907309992,0.9413734674453735,0.9414329215909177,0.9050809603573423,0.9051646420541595,0.9466778039932251,0.9465121444117339,0.9011725293132329,0.9005751711826896,0.9360691905021667,0.9362340001053545,0.9137353433835846,0.9136623788858799,0.9377442598342896,0.9374360099859529,0.9042434394193188,0.9043502307444475,0.9338358044624329,0.9342979578349273,0.9064768285873813,0.9059264307366361,0.9282523393630981,0.9281384301179412,0.9000558347292016,0.899573856562303,3588.5287153720856
UWaveGestureLibraryX,8,896,3582,0.7599106431007385,0.7390820028773591,0.7610273590173088,0.7462027378941691,0.7479061484336853,0.7339539703521986,0.768285873813512,0.7604872758721785,0.733668327331543,0.7142286988723313,0.7666108319374652,0.7556631597105704,0.7375767230987549,0.7219027221524335,0.7646566164154104,0.758248631888662,0.7490228414535522,0.7428929670931748,0.760748185371301,0.7434136965176947,0.750697910785675,0.7277313814953555,0.7674483528754885,0.7611479968828518,0.7392517924308777,0.726717006780139,0.7696817420435511,0.7611858608161145,2844.5019495487213
UWaveGestureLibraryY,8,896,3582,0.6730876564979553,0.6662638643045898,0.6596873255164712,0.656732177305524,0.6728084683418274,0.66627786640907,0.6527079843662759,0.6431658961119743,0.6753210425376892,0.6704228350135202,0.6404243439419319,0.6325365270830097,0.6764377355575562,0.6624316481499375,0.652428810720268,0.6420430508061833,0.6691792011260986,0.6670504993706555,0.6451702959240647,0.6427130336726493,0.6661083102226257,0.6594038140884239,0.6529871580122837,0.6509828611841638,0.6661083102226257,0.6640758519747471,0.6496370742601898,0.6497865782046771,2796.4221217632294
UWaveGestureLibraryZ,8,896,3582,0.6962590217590332,0.6820283752016087,0.6767169179229481,0.6590469126190631,0.6912339329719543,0.6753879650797346,0.6856504745951982,0.6732488292024693,0.6943048238754272,0.6838262171544602,0.6756002233389168,0.6647565543655918,0.6730876564979553,0.6666831452883538,0.6806253489670575,0.6681456986557316,0.6753210425376892,0.6683484380621504,0.6733668341708543,0.6649959945352881,0.6742043495178223,0.6605622215904042,0.675321049692909,0.668356882413054,0.6817420125007629,0.6660969245079804,0.6683417085427136,0.649962948544497,2406.792764186859
Wafer,2,1000,6164,0.9964308738708496,0.9906673934108527,0.996268656716418,0.9962698887703542,0.9939973950386047,0.9843771138980515,0.9939974042829332,0.9939753733497516,0.9938351511955261,0.983858514607358,0.9931862426995457,0.9931772041789697,0.9936729669570923,0.9834004679571567,0.9936729396495781,0.9936916121747558,0.992861807346344,0.9813098590190461,0.994970798182998,0.9949590928898312,0.9925373196601868,0.980538249754827,0.9936729396495781,0.9936497178551436,0.994808554649353,0.9864252995066949,0.9931862426995457,0.9931404134902485,3587.5553319454193
Worms,5,181,77,0.5194805264472961,0.40623224728487883,0.6753246753246753,0.646232339089482,0.4675324559211731,0.22276249630286898,0.7662337662337663,0.7503351217636932,0.4935064911842346,0.3074603174603175,0.6363636363636364,0.5813976830401583,0.4675324559211731,0.33116427432216905,0.6493506493506493,0.5958377841494724,0.4675324559211731,0.21838949171901767,0.6233766233766234,0.5579894229025997,0.4545454680919647,0.18888888888888888,0.6233766233766234,0.5695186645166201,0.4545454680919647,0.1980769230769231,0.6493506493506493,0.5975875165360379,402.5388696193695
WordSynonyms,25,267,638,0.5642632842063904,0.39999664504838356,0.542319749216301,0.49103344601124993,0.5705329179763794,0.3900964934968988,0.5470219435736677,0.5011798656231827,0.5595611333847046,0.38561600943011354,0.5344827586206896,0.4783493250456641,0.5673981308937073,0.384690391304982,0.5470219435736677,0.5113100013713963,0.5485893487930298,0.37752921392923994,0.5376175548589341,0.4704387693074514,0.5532914996147156,0.39970435919461095,0.4952978056426332,0.4278546945739198,0.568965494632721,0.38633258418510785,0.5094043887147336,0.43004332494417796,847.0337464809418
WormsTwoClass,2,181,77,0.6623376607894897,0.6595238095238095,0.7792207792207793,0.7720331757228122,0.6753246784210205,0.6258503401360545,0.7792207792207793,0.7787628102234845,0.6623376607894897,0.6225490196078431,0.7662337662337663,0.7657605552342395,0.649350643157959,0.6239826370048833,0.7532467532467533,0.7514390371533228,0.6363636255264282,0.5545454545454546,0.7922077922077922,0.7815873015873016,0.6233766078948975,0.6063811034725894,0.7402597402597403,0.7231200172376643,0.6623376607894897,0.6524305555555556,0.7792207792207793,0.7776033490319205,637.4883096218109
